@relation 'pendigits_autoencoded-weka.filters.unsupervised.attribute.MLPAutoencoder-N3-L0.01-O1.0E-6-P1-E1-weights-fileC:\\Program Files\\Weka-3-8-S1-seed1'

@attribute hidden_unit_0output numeric
@attribute hidden_unit_1output numeric
@attribute hidden_unit_2output numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
0.000207,0.000772,0.941211,7
0.000148,0.182386,0.999787,2
0,0.856045,0.014508,9
0.000267,0.002066,0.552032,2
0,0.919964,0.006618,9
0.028493,0.019889,0.999677,7
0.000187,0.008269,0.998541,2
0.343698,0.993414,0.000623,4
0.002985,0.999699,0.999958,6
0.000001,0.946136,0.0145,9
0.000015,0.004169,0.994687,1
0.000002,0.887654,0.055644,3
0.000013,0.741736,0.023902,3
0.000003,0.999702,0.739895,5
0.000164,0.003921,0.999577,2
0.999984,0.871071,0.9948,8
0.000001,0.988086,0.337275,5
1,0.738212,0.000507,0
0.000001,0.982018,0.15689,5
0.000006,0.483667,0.037301,3
0.000612,0.008185,0.900896,7
0.000004,0.78333,0.845684,1
0.000012,0.600031,0.131132,3
0.000002,0.8403,0.02358,3
0.000002,0.83567,0.339049,3
0.000055,0.000161,0.857345,7
0.000015,0.705595,0.081094,3
0.999999,0.997716,0.01294,0
0.587002,0.999908,0.997719,6
0.000035,0.006915,0.997938,2
1,0.976193,0.00666,0
0.002361,0.99996,0.999415,6
1,0.993731,0.04532,0
0.033824,0.00035,0.998026,7
0.000237,0.999906,0.999822,6
0.000004,0.344213,0.02615,3
0.000005,0.775807,0.666874,1
0.539087,0.044477,0.989571,8
0.000133,0.006832,0.999767,1
0.017093,0.999899,0.978469,4
0.992703,0.018267,0.995507,8
0.148357,0.008465,0.999116,7
0.999976,0.977186,0.898234,8
0.005272,0.014069,0.986548,7
0.000001,0.985419,0.137443,5
0.000173,0.999639,0.999936,6
0.178451,0.025066,0.999099,7
0.000406,0.002178,0.993595,7
0.007407,0.155119,0.00001,7
0.005114,0.999986,0.99958,6
0.000093,0.000269,0.531308,7
0.000003,0.992336,0.002113,9
0.996231,0.825197,0.999522,8
0.000001,0.103857,0.043274,3
0.999973,0.999755,0.980997,0
0.000002,0.000041,0.040342,2
0.317488,0.908956,0.000344,4
0.000007,0.470961,0.000911,3
0.999979,0.970683,0.996763,8
0.000237,0.001775,0.000105,7
0.206888,0.420021,0.999964,8
0.000005,0.039981,0.994884,0
0.176512,0.043071,0.9981,7
0.999992,0.016333,0.999433,5
0.977789,0.05013,0.998386,8
1,0.990754,0.016556,0
0.000001,0.918277,0.000699,9
0.000017,0.000156,0.974458,1
1,0.846879,0.001743,0
0.999848,0.000177,0.9989,5
0.000012,0.491659,0.031642,3
0.000007,0.001445,0.981099,1
0.000002,0.000395,0.080842,1
0.00003,0.01625,0.979568,2
0.000147,0.001706,0.000075,7
0.002516,0.999717,0.999919,6
0.999996,0.003332,0.999848,5
1,0.098979,0.000012,0
0.00001,0.970901,0.002225,9
0.913998,0.784852,0.00087,4
0.000005,0.000677,0.960991,1
0.000164,0.000247,0.825812,7
0.000001,0.995587,0.181592,5
0.000001,0.997108,0.289941,5
1,0.005236,0.980652,5
0.00007,0.001204,0.99924,2
0.000023,0.002849,0.995063,2
0.000003,0.064332,0.000289,3
0.157938,0.999474,0.715752,4
0.865257,0.977814,0.000814,4
0.001433,0.029835,0.000026,1
0.005361,0.999687,0.995958,4
0.999999,0.954741,0.996946,8
0.000107,0.999296,0.999792,6
0.030687,0.982037,0.998788,7
0.000007,0.940148,0.022691,9
0.000003,0.996836,0.563916,5
0.000001,0.373856,0.016827,3
0.000061,0.998716,0.005906,9
0.000034,0.001735,0.817522,7
0.000011,0.001967,0.441206,2
0.014295,0.70532,0.999386,8
0.328566,0.911349,0.000498,4
0.000122,0.998814,0.009704,9
0.999992,0.99853,0.965862,0
0.000042,0.025413,0.998543,2
1,0.972611,0.002874,0
0.999999,0.038509,0.999694,5
0.000008,0.006974,0.995203,1
0.001937,0.18265,0.000012,7
0.661018,0.189481,0.00097,4
0.000017,0.000291,0.987726,1
0.000001,0.147347,0.007306,3
1,0.83515,0.000951,0
0.37606,0.983886,0.001104,4
0.000285,0.000242,0.952645,7
0.000002,0.122178,0.003582,3
0.165693,0.00156,0,1
1,0.946261,0.002029,0
0.016663,0.001094,0.000015,1
0.336803,0.00927,0.998185,7
0.000015,0.992489,0.001763,9
0.000072,0.590007,0.00003,9
0.000354,0.999308,0.998525,6
0.00974,0.98248,0.994229,7
0.965671,0.999955,0.977652,6
0.030443,0.0084,0.999477,7
0.999975,0.924977,0.765916,8
0.000013,0.733829,0.798185,1
0.003059,0.017197,0.999875,2
0.999782,0.999866,0.994997,0
0.229116,0.999,0.701606,4
0.000006,0.999286,0.0044,9
0.109932,0.007954,0.991495,7
0.000481,0.625249,0.02412,9
0.00001,0.000433,0.871155,7
1,0.877561,0.008839,0
1,0.01264,0.998686,5
0.999998,0.955566,0.993649,8
0.000732,0.998639,0.999937,6
0.000062,0.002125,0.997567,2
0.000424,0.184517,0.999831,8
0.066039,0.993607,0.00552,4
0.032348,0.025499,0.999911,7
0.000002,0.000554,0.046709,7
0.698419,0.997079,0.00089,4
0.000007,0.221627,0.004891,3
0.999998,0.999723,0.883137,0
0.000004,0.000037,0.559588,2
0.000031,0.001981,0.995948,2
0.594752,0.101252,0.99789,8
0.101314,0.00019,0,1
0.000003,0.294051,0.034522,3
0.999981,0.876814,0.999365,8
0.000002,0.992657,0.224708,5
0.000001,0.99623,0.983241,6
0.974879,0.116697,0.999492,8
0.000005,0.00368,0.988967,1
0.000027,0.997996,0.003048,9
0.00001,0.005848,0.140015,2
0.999995,0.558748,0.999387,5
0.930366,0.936756,0.002296,4
0.005331,0.511187,0.000039,9
0.000009,0.359896,0.006278,3
0.000005,0.078112,0.9994,8
0.001537,0.996794,0.99995,0
0.000001,0.276,0.046712,5
0.003954,0.999901,0.998023,6
1,0.952287,0.001267,0
0.000001,0.737534,0.451832,1
0.069741,0.998869,0.74849,4
0.007505,0.001474,0.978338,7
0.000006,0.000411,0.948241,1
0.000017,0.999689,0.82393,5
0.000001,0.84709,0.001109,9
0.000069,0.109204,0.999623,2
0.999999,0.99628,0.058125,0
0.999987,0.994787,0.999418,8
0.000002,0.912655,0.07294,3
1,0.435624,0.000779,0
0.601945,0.941258,0.001447,4
1,0.555602,0.000285,0
0.002995,0.009145,0.999068,7
1,0.998299,0.876054,8
0.000318,0.996028,0.999828,6
0.000084,0.198068,0.999381,8
0.000001,0.990409,0.623758,5
0.000235,0.005544,0.999697,2
0.000001,0.880338,0.098714,3
1,0.955088,0.00124,0
0.999993,0.998694,0.884651,0
1,0.635055,0.003093,0
0.003421,0.000676,0.000005,1
0.000215,0.99275,0.000271,9
0.000005,0.995884,0.001776,9
0.000145,0.007417,0.999473,2
0.873122,0.977984,0.002987,4
0.006706,0.010146,0.999586,7
0.1777,0.521583,0.999989,8
0.000001,0.43117,0.009768,3
0.000015,0.014079,0.00027,3
1,0.958526,0.006591,0
0.999998,0.998265,0.47708,0
0.000108,0.053887,0.998921,2
0.307096,0.997936,0.009181,4
0.000001,0.995806,0.003095,9
0.00002,0.993572,0.000384,9
0.000001,0.810396,0.040866,3
0.028332,0.002516,0,1
0.00181,0.429926,0.999538,8
0.000001,0.121987,0.478844,1
0.999931,0.999827,0.987408,0
0,0.675608,0.001224,9
0.00001,0.998262,0.999837,6
0.000031,0.001432,0.997324,1
0.000115,0.067968,0.997503,2
0.000008,0.000347,0.534755,1
0.045874,0.985507,0.984097,7
0.000004,0.002572,0.988688,1
0.000242,0.062799,0.999434,2
0.000639,0.982337,0.000546,9
0.000004,0.980797,0.000478,9
0.409882,0.304432,0.999991,8
0.002688,0.999541,0.92661,4
0.161496,0.999963,0.998919,6
0.999999,0.996068,0.137166,0
0.861955,0.995841,0.137852,4
0.000006,0.982375,0.001093,9
0.000583,0.00142,0.000009,1
0.066384,0.96702,0.000888,4
0.026041,0.994245,0.313517,4
0.00001,0.999696,0.765389,5
0.999997,0.806289,0.900952,8
0.000008,0.000174,0.048645,2
0.000205,0.004912,0.999566,2
0.021518,0.99993,0.999094,6
0.147681,0.009589,0.998221,7
0.999996,0.938588,0.979366,8
0.000148,0.012122,0.999377,2
0.999486,0.998308,0.970954,0
0.999979,0.998657,0.939217,0
1,0.422897,0.000463,0
0.000001,0.650409,0.014604,3
0.000006,0.004531,0.993361,1
0,0.69967,0.063488,5
0.001819,0.999876,0.999939,6
0.999963,0.160024,0.640714,8
0.002073,0.95925,0.988971,7
0.001884,0.991676,0.012682,4
0.000154,0.003172,0.993763,7
0.000009,0.030811,0.002664,3
0,0.991567,0.001991,9
0.000084,0.001295,0.939101,7
0.912991,0.99791,0.035223,4
0.000002,0.000829,0.97409,1
0.991355,0.026648,0.997134,8
0.113397,0.999942,0.874207,4
0.00001,0.000576,0.803588,7
0.07148,0.99771,0.073562,4
0.00001,0.980421,0.000177,9
0.000014,0.997491,0.001219,9
0.000011,0.348814,0.01121,3
0.999999,0.551721,0.000164,0
0.00781,0.000283,0.993941,7
0.000025,0.000694,0.987267,7
0.77668,0.543733,0.993593,8
0.000919,0.001348,0.997931,7
0.000001,0.296603,0.014137,3
0.000013,0.000627,0.994646,2
0.999995,0.99889,0.841398,0
0.000001,0.985825,0.192061,5
1,0.001473,0.925858,5
0.920884,0.15231,0.999946,8
0.000037,0.002277,0.999534,2
0.96605,0.938795,0.000096,4
0.008826,0.000548,0.991335,7
0.000009,0.423725,0.010286,3
0.025839,0.999839,0.999235,6
0.000112,0.857518,0.000047,9
0.000025,0.001177,0.982309,1
0.000009,0.990371,0.997382,6
0.000006,0.843971,0.0149,3
0.021922,0.999937,0.999004,6
0.001289,0.120392,0.999889,2
0.000003,0.988153,0.048765,5
0,0.848786,0.011211,9
0,0.928373,0.001849,9
0.000001,0.961164,0.000971,9
0.002037,0.988437,0.000246,9
0.999996,0.06562,0.999741,5
0.049829,0.015485,0.999676,7
0.000493,0.014092,0.999888,2
0.011775,0.004526,0.999619,7
0.000289,0.996999,0.999827,6
0.000002,0.971192,0.002171,9
0.646924,0.823349,0.000883,4
1,0.349219,0.000133,0
0.85221,0.992053,0.027209,4
0.000005,0.566107,0.042399,3
0.999999,0.975076,0.998744,8
0.000004,0.000773,0.991061,1
0.000009,0.996283,0.006121,9
0.000001,0.996119,0.171393,5
0.000001,0.995021,0.063725,5
0.000002,0.793309,0.149679,3
0.982212,0.943022,0.999959,8
0.000018,0.317469,0.005912,3
0.000006,0.000846,0.9764,1
0.036036,0.999945,0.998147,6
0.000008,0.989369,0.138484,5
0.005748,0.999413,0.994312,6
0.002312,0.380402,0.000026,7
0.974549,0.045395,0.999802,7
0.000003,0.514325,0.038734,3
0.000046,0.023797,0.993084,2
0.058514,0.999919,0.974892,4
0.178157,0.999763,0.059984,4
0.999989,0.031717,0.999854,5
0.002538,0.000388,0.000003,1
0.000023,0.000655,0.994893,2
0.001764,0.999867,0.517662,4
0.00122,0.007957,0.994136,7
0.000016,0.615519,0.01639,3
0.999999,0.018083,0.998721,5
0.000004,0.993952,0.157274,5
0.000001,0.98951,0.002717,9
0.03335,0.999268,0.999918,6
0.001321,0.999615,0.999967,6
0.000001,0.956515,0.005809,9
0.000023,0.005376,0.995229,2
0.000915,0.176719,0.999793,8
0.99997,0.002523,0.999731,5
0.000001,0.998036,0.402514,5
0,0.723844,0.019732,5
0.999999,0.997936,0.454669,0
0.000146,0.0474,0.99978,2
0.000001,0.069352,0.002964,3
0,0.278818,0.031057,5
0.011261,0.000343,0.000001,1
0.000001,0.000136,0.874456,1
1,0.992547,0.093211,0
0.000089,0.170067,0.999758,2
0.000005,0.484774,0.012348,3
0.999874,0.02089,0.994938,8
0.000894,0.999513,0.993532,4
0.000001,0.095733,0.019174,3
0.999829,0.999967,0.998529,0
0.000032,0.999559,0.841319,5
1,0.97164,0.003908,0
0.000127,0.007524,0.000223,1
0.051096,0.999897,0.39176,4
0.00011,0.0034,0.999237,2
0.000092,0.057714,0.000138,9
0.000002,0.272549,0.007383,3
0.000055,0.001034,0.000061,1
0.011134,0.999974,0.999105,6
0.878282,0.967004,0.017227,4
0.000005,0.001002,0.990422,1
0.000091,0.000036,0.90836,1
0.000313,0.998874,0.999944,6
0.000004,0.844974,0.243901,3
0.000001,0.990036,0.06165,5
0.999999,0.003913,0.999021,5
0.422828,0.99943,0.203485,4
0.000002,0.000969,0.007005,1
0.000005,0.99289,0.533327,5
0.014495,0.999851,0.992745,4
0.297441,0.999962,0.998572,6
0.019014,0.999952,0.471186,4
0.019524,0.999964,0.999782,6
0.999997,0.058013,0.999759,5
0.967098,0.203022,0.998962,8
0.000027,0.00463,0.996519,2
0.000702,0.090966,0.99975,2
0.999999,0.996811,0.011476,0
0.999956,0.999633,0.925538,0
0.007098,0.65999,0.822957,7
0.000009,0.000038,0.003188,1
0.000027,0.001433,0.000199,1
0.002121,0.99995,0.999718,6
0.000009,0.003465,0.988998,1
0.000005,0.981531,0.158518,3
0.000001,0.585314,0.000657,9
0.000776,0.052268,0.998674,8
0.000053,0.004988,0.999711,1
0.012075,0.999979,0.999626,6
0.253918,0.012706,0.999882,7
0.003804,0.152021,0.00001,7
0.000002,0.860689,0.067142,3
0.602352,0.945138,0.002357,4
0.012205,0.686093,0.000014,7
0.009765,0.916081,0.974683,7
0,0.779767,0.998448,6
0.000199,0.020584,0.998457,2
0.00003,0.002109,0.58594,7
0.999998,0.206438,0.00003,0
0.000039,0.017196,0.990753,2
0.005076,0.997853,0.999975,0
0.999995,0.002057,0.999723,5
0.000001,0.638988,0.81886,1
0.000139,0.999805,0.999764,6
0.999997,0.993556,0.998091,8
0.000004,0.941631,0.022009,3
0.000043,0.005409,0.000168,1
0.999864,0.000091,0.996452,5
0.000005,0.095117,0.01029,3
0.000001,0.307625,0.009951,3
0.00004,0.013986,0.998958,2
0.00076,0.999285,0.989926,6
0.000534,0.999264,0.999961,6
0.000008,0.991447,0.000974,9
0.000002,0.000904,0.962965,1
0.000002,0.904373,0.896258,1
0.028189,0.999948,0.9952,6
1,0.967806,0.014057,0
0.000001,0.00005,0.778567,1
0.209263,0.820878,0.000104,4
0.541034,0.999962,0.997246,6
0.000003,0.00043,0.968673,2
0.017199,0.003233,0.999155,7
0.645746,0.999133,0.04821,4
0,0.86143,0.201136,5
0.000006,0.000416,0.956016,2
0.000233,0.999868,0.819217,4
0.000067,0.71648,0.170088,9
0.640877,0.26647,0.001153,4
0.001843,0.007759,0.993329,7
0.611784,0.039763,0.999886,7
0.001549,0.281902,0.006244,9
1,0.986288,0.007134,0
0.000021,0.995624,0.000758,9
0.001224,0.999921,0.999702,6
0.002386,0.999766,0.999936,6
0.000197,0.147867,0.99989,8
0.22737,0.032422,0.999261,7
1,0.988412,0.99151,8
0.712255,0.174974,0.999886,8
0.000097,0.998137,0.999882,6
0.461484,0.999228,0.07354,4
0.000013,0.000095,0.282066,2
0.263138,0.981851,0.00246,4
0.000059,0.828305,0.000097,9
0.9881,0.151285,0.988443,8
0.000013,0.007113,0.999302,2
0.875627,0.973913,0.002592,4
0.000003,0.015456,0.004591,3
0.999999,0.999165,0.788842,0
0,0.979128,0.200492,5
0.000002,0.15771,0.001131,3
0.000329,0.002694,0.999651,2
0.000003,0.002149,0.997193,2
1,0.793899,0.023973,0
0.000103,0.000954,0.000016,1
0.00005,0.006422,0.998247,2
0.000098,0.00077,0.000034,1
0.000009,0.001548,0.986293,1
0.00009,0.003362,0.00003,1
0.000167,0.001244,0.998171,7
0.013552,0.217522,0.000006,9
0.934815,0.442142,0.000532,4
0.820697,0.950766,0.003683,4
1,0.764436,0.001891,0
0.000006,0.690793,0.020039,3
0.999999,0.975093,0.779573,8
0.000425,0.729317,0.999942,2
0.005128,0.000446,0.996246,7
0.000984,0.000569,0.979223,7
0.000665,0.00097,0.000008,1
0.999997,0.959785,0.998207,8
0,0.966923,0.009593,9
0.688883,0.997288,0.127611,4
0.000002,0.00102,0.987405,2
0.000001,0.456766,0.706974,1
0.088388,0.999976,0.999795,6
1,0.970394,0.471249,8
0.999999,0.998531,0.863074,0
0.000012,0.719031,0.063457,3
0.000004,0.003857,0.988213,1
0.000002,0.998538,0.003529,9
0.000126,0.001339,0.00004,7
0.000031,0.998557,0.999923,6
0.999986,0.044837,0.999911,5
0.999893,0.000124,0.997027,5
0.000314,0.004624,0.999285,2
0.000065,0.012816,0.999639,2
0.695524,0.967066,0.002281,4
0.005134,0.999985,0.999449,6
0.000032,0.99707,0.001033,9
0.999293,0.999475,0.955057,0
0.999998,0.123748,0.000006,0
0.000034,0.001403,0.000244,1
0.38977,0.982787,0.001525,4
0.655293,0.998281,0.061731,4
0.999925,0.626173,0.999363,8
0.000151,0.962394,0.000063,9
0.000004,0.113109,0.00107,3
0.000003,0.000024,0.13869,2
1,0.978297,0.037661,0
0.999988,0.96289,0.998375,8
0.832397,0.964216,0.009522,4
0.000001,0.696521,0.020825,3
0.000196,0.999417,0.999939,6
0.162278,0.976949,0.110201,4
0.000276,0.97329,0.99992,6
0.95177,0.967467,0.005826,4
0.261043,0.974754,0.000146,4
0.000006,0.934738,0.000965,9
0,0.818622,0.105506,5
0.000006,0.001539,0.833347,1
0.000001,0.382549,0.028333,3
0,0.690198,0.031739,3
1,0.002252,0.000005,0
0.000331,0.000487,0.998571,7
0.000253,0.223939,0.958121,7
0.999981,0.002183,0.999802,5
0,0.964827,0.006242,9
0.000229,0.010551,0.000031,1
0.998247,0.311375,0.999926,8
0.00021,0.073171,0.999498,2
0.000026,0.003124,0.963648,2
0.999969,0.999766,0.957273,0
0.056156,0.460302,0.995357,8
0.008393,0.000573,0.000001,1
0.000041,0.987975,0.000281,9
0.000019,0.018561,0.998678,1
0.895379,0.990564,0.006531,4
1,0.038021,0.998862,5
1,0.95187,0.003903,0
0.024736,0.999917,0.999923,6
0.00109,0.933175,0.950532,7
0.999997,0.05444,0.999601,5
0.48157,0.954155,0.00284,4
0.000002,0.054536,0.012469,3
0.001414,0.949972,0.000892,9
0.999164,0.199337,0.971775,8
0.000088,0.001056,0.000018,1
0.000001,0.493537,0.019712,3
0.000027,0.000857,0.7756,1
0.017179,0.999928,0.999649,6
0.002659,0.000367,0.993155,7
0.198171,0.999963,0.9982,6
0.000298,0.001467,0.000051,7
0.187462,0.02246,0.99981,7
0.889816,0.687872,0.000774,4
0.989852,0.999767,0.999687,0
0.000045,0.993739,0.999939,6
0.014547,0.999889,0.997182,6
1,0.016433,0.998927,5
0.00002,0.003792,0.959179,7
0.311541,0.996771,0.072358,4
0.015642,0.670128,0.99029,7
0.999985,0.389752,0.997889,5
0.000117,0.002693,0.978495,7
0.000513,0.000544,0.00001,1
0.913654,0.058852,0.994769,8
0.087152,0.999884,0.994079,6
0.760041,0.999892,0.999959,0
0.003766,0.997841,0.986523,4
0.004515,0.022926,0.999898,2
0.000008,0.227678,0.003166,3
0.000005,0.407978,0.748601,1
0.00004,0.004163,0.998977,1
0.000003,0.000187,0.559409,2
0.718418,0.982128,0.036257,4
0.000009,0.995066,0.00174,9
0.430075,0.999729,0.999944,0
0.491139,0.065202,0.997913,8
0.999999,0.998922,0.845601,0
0.00423,0.999871,0.997453,6
0.000005,0.002686,0.969854,1
0.999999,0.996421,0.087067,0
0.000084,0.215448,0.999822,2
1,0.136425,0.999197,5
0.999999,0.041671,0.998751,5
0.930871,0.992966,0.179899,4
0.999989,0.576354,0.696492,8
0.002143,0.000998,0.999471,7
0.000005,0.997911,0.274008,5
0.999999,0.001894,0.998276,5
0.000237,0.003248,0.998645,2
0.999999,0.994889,0.04159,0
1,0.320406,0.000112,0
0.380028,0.999755,0.760513,4
0.000016,0.921853,0.202595,3
0.000064,0.998468,0.999944,6
0.999989,0.999559,0.800105,0
0.531393,0.996718,0.010091,4
0.738223,0.275018,0.998261,8
0,0.938516,0.005728,9
0.070327,0.001076,0.989215,7
0.000017,0.308663,0.008089,3
1,0.80898,0.002588,0
0.999995,0.38309,0.312412,8
0.000231,0.001474,0.00001,1
0.000013,0.000716,0.972112,1
0.000137,0.060549,0.999817,8
0.000007,0.017625,0.001351,3
1,0.038632,0.998656,5
0.000021,0.844663,0.958927,1
0.92199,0.198433,0.994727,8
0.000018,0.000411,0.810105,2
0.000044,0.001128,0.303759,7
1,0.968083,0.030699,0
0.746314,0.998826,0.243722,4
0.000009,0.0006,0.953138,1
0.000001,0.599733,0.508416,3
0.000011,0.966149,0.002091,9
0.000005,0.642569,0.015249,3
0.00001,0.424774,0.012794,3
0.029105,0.049851,0.999825,7
0.002811,0.002092,0.975898,7
0.002704,0.999642,0.999973,6
0.000099,0.999186,0.98728,6
0.000005,0.895664,0.067414,3
0.000035,0.001311,0.798126,7
0.999954,0.357588,0.999697,5
0.986333,0.34621,0.999937,8
0.853598,0.998239,0.045325,4
0.285725,0.997893,0.063944,4
0.000518,0.992161,0.000161,9
0.003054,0.00058,0.000002,1
0.040414,0.998021,0.029014,4
0.000001,0.992389,0.978351,6
0.000002,0.986764,0.306145,5
0.999998,0.986441,0.773607,8
0.000015,0.009022,0.972612,2
0.058999,0.99998,0.998922,6
0.000003,0.991663,0.090039,5
0,0.985749,0.001058,9
0.000004,0.844572,0.993052,1
0.999998,0.012101,0.999692,5
0.227496,0.021954,0.998653,7
0.000025,0.000639,0.000514,1
0.000121,0.998647,0.99995,6
0.000001,0.905355,0.002745,9
0.054631,0.96207,0.001071,4
0.670723,0.982193,0.024418,4
0.999982,0.9989,0.985519,0
0.000017,0.950241,0.000589,9
0.000232,0.014598,0.999355,2
0.000008,0.9998,0.552105,5
0.000092,0.998999,0.999903,6
0.202445,0.009252,0.997197,7
0.999923,0.999425,0.941915,0
0.00003,0.532168,0.999744,0
0.000006,0.875208,0.050707,3
0.927596,0.99747,0.006976,4
0.000001,0.999247,0.84987,5
0,0.004408,0.973743,0
0.000172,0.001913,0.000026,1
0.253573,0.99995,0.996524,6
0.000008,0.362327,0.002538,3
0.000008,0.01349,0.960268,2
0.00002,0.29002,0.045336,3
0.987216,0.095963,0.999785,8
0.999975,0.624583,0.862815,8
0.118249,0.998116,0.999908,0
1,0.000763,0.996732,5
0.000007,0.512998,0.064226,3
0.000002,0.971835,0.016979,5
0.00571,0.996857,0.032521,4
0.329423,0.999963,0.9976,6
0.001802,0.052588,0.000006,7
0.000871,0.998321,0.00572,9
0.000621,0.000518,0.000018,1
0.000009,0.000426,0.97878,1
0.999889,0.447243,0.99785,8
0.001338,0.087856,0.999918,2
0.691024,0.99508,0.028628,4
0.000002,0.993441,0.096607,5
0.999795,0.017913,0.000001,0
0.000011,0.000043,0.09144,1
0.000001,0.243934,0.005514,3
0.000443,0.997756,0.999912,6
0.000009,0.000366,0.982056,2
0.000052,0.044333,0.999123,2
0.018339,0.006573,0.991358,7
0.000692,0.999863,0.611146,4
0,0.567992,0.639224,1
0.000231,0.079124,0.999799,2
0.001502,0.99788,0.999771,6
0.000014,0.381307,0.002799,3
0.000014,0.002864,0.966212,2
0.000007,0.173465,0.100772,3
0.000831,0.026613,0.000018,7
0.999998,0.982309,0.985384,8
0.998508,0.40684,0.996985,8
0.000059,0.999476,0.684224,4
0.024053,0.000254,0.99812,7
0.000002,0.940772,0.990859,6
0.000025,0.090147,0.998653,1
0.390161,0.999871,0.688025,4
0.999999,0.997783,0.841805,0
0.000005,0.397984,0.999437,0
0.640003,0.000339,0,1
1,0.997887,0.107555,0
0.000005,0.000624,0.976656,2
0.00001,0.250003,0.001635,3
0.000039,0.000476,0.987183,7
0.000005,0.260912,0.008033,3
0.000005,0.99591,0.001321,9
0.000001,0.976113,0.00602,9
0.000224,0.000277,0.00001,1
0.000007,0.588657,0.008611,3
0.000001,0.653509,0.053331,3
0.000039,0.013268,0.996779,2
0.001445,0.999874,0.999843,6
0.000004,0.279806,0.999491,0
0.000049,0.01158,0.988235,2
0.951738,0.895709,0.001048,4
0.000003,0.001664,0.971151,1
0.999236,0.991768,0.94697,0
0.999964,0.501769,0.994352,8
1,0.024028,0.998794,5
0.723178,0.996008,0.053624,4
0.999938,0.002001,0.999533,5
0.017946,0.995871,0.045364,4
0.001475,0.992079,0.919477,4
0.999999,0.059751,0.998795,5
0.004372,0.03182,0.002782,9
0.01021,0.999455,0.336331,4
1,0.922052,0.002041,0
0.58454,0.207879,0.00046,4
0.000001,0.993248,0.141629,5
0.000002,0.984432,0.000717,9
0.999908,0.999896,0.998047,0
0.000113,0.999891,0.999878,6
0.000001,0.99873,0.262664,5
0.01881,0.999975,0.999822,6
0.999984,0.905433,0.924343,8
0.999993,0.998311,0.751955,0
0.021309,0.999919,0.99976,6
0.083528,0.002486,0.9983,7
0.002438,0.999969,0.999647,6
1,0.527551,0.000242,0
0.000187,0.999456,0.999669,6
0.005547,0.000266,0.994797,7
0.412842,0.841247,0.999542,8
0.00094,0.999776,0.908784,4
0.999978,0.008705,0.999689,5
0.000028,0.992301,0.00145,9
0.068632,0.997778,0.048032,4
0.007516,0.999865,0.999666,6
1,0.999104,0.886863,0
0.000159,0.997354,0.999897,6
0.000122,0.972681,0.001326,9
0.003047,0.891756,0.000105,9
0.000004,0.99901,0.825688,5
0.000174,0.98622,0.000479,9
0.000095,0.042169,0.994936,2
0.004324,0.000343,0.961628,7
0.000336,0.488101,0.010215,9
0.000008,0.001831,0.112942,2
0.999998,0.976366,0.994979,8
0.00001,0.000995,0.946363,2
1,0.233393,0.998689,5
0.139975,0.001715,0,1
0.002178,0.999285,0.999601,6
0,0.917903,0.023623,5
0.000071,0.004463,0.999739,2
0.000001,0.947133,0.000623,9
0.000021,0.000005,0.483798,2
0.999971,0.999681,0.985438,0
0.605704,0.492266,0.999438,8
0.00003,0.998058,0.001796,9
1,0.990761,0.004031,0
0.999999,0.028612,0.999594,5
0.000003,0.862052,0.017904,3
0.000013,0.002015,0.988318,2
0.000004,0.25298,0.003105,3
0.000196,0.038661,0.999806,2
0.000472,0.495361,0.999868,2
0.999999,0.998673,0.161998,0
0.000012,0.911838,0.035557,3
0.999999,0.010695,0.998784,5
0.013278,0.00074,0,1
1,0.961389,0.013338,0
0.999999,0.006148,0.999485,5
0.144339,0.998928,0.104784,4
0.999885,0.840404,0.991739,8
0.00003,0.208393,0.999633,2
0.000008,0.001117,0.976348,1
0.000005,0.643673,0.019692,3
0.000005,0.954559,0.00268,9
0.850283,0.915807,0.000577,4
1,0.039647,0.000014,0
0.065285,0.003674,0.998787,7
0.000019,0.000743,0.961018,1
0.000253,0.001141,0.997916,7
0.000005,0.991339,0.001324,9
0.000524,0.996446,0.004523,9
0.000937,0.999841,0.171962,4
0.767076,0.4852,0.999894,8
0.021769,0.999908,0.999864,6
0.000019,0.999791,0.500817,5
0,0.906293,0.174661,5
0.00084,0.999783,0.998456,6
0.000006,0.669616,0.005676,3
0.000022,0.998742,0.0072,9
0.000572,0.00466,0.9927,7
0.99999,0.999511,0.985966,0
0.000257,0.005285,0.999416,2
0.000001,0.555956,0.020987,3
0.620889,0.995516,0.037298,4
0.000005,0.931716,0.119515,3
1,0.951723,0.023095,0
0.402213,0.99626,0.414906,4
0.000009,0.795821,0.852193,1
0.000773,0.999936,0.999775,6
0.999998,0.94709,0.367965,8
0.000004,0.978766,0.999696,6
0.000036,0.997683,0.9999,6
0.000004,0.685827,0.026504,3
0.001205,0.999188,0.999812,6
0.999998,0.9965,0.324495,0
0.00002,0.999669,0.715743,5
0.000019,0.983794,0.000792,9
0.000351,0.995871,0.999899,6
0.000002,0.353398,0.014948,3
0.000083,0.000257,0.000226,7
0.000075,0.986849,0.000341,9
0.000018,0.224953,0.002096,3
0.999999,0.132908,0.999536,5
0.93935,0.156389,0.999971,8
0.000026,0.08305,0.9995,2
0.017245,0.993508,0.991194,4
0.001566,0.999909,0.999891,6
