@relation 'pendigits_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.35-A5-M-1'

@attribute 0.424input6-0.419input14+0.375input8-0.346input16+0.302input4... numeric
@attribute -0.475input10-0.445input9-0.387input11-0.316input12+0.301input15... numeric
@attribute class {0,1,2,3,4,5,6,7,8,9}

@data
1.478148,-0.17479,5
0.699588,2.777685,2
0.468168,1.354144,6
-4.520482,-1.685372,0
-2.829806,1.507362,8
0.699526,-3.31143,7
-3.712084,2.000434,5
1.222877,-0.543862,5
-0.089188,1.49514,7
1.793126,-1.116877,3
1.219827,-2.510538,9
1.076727,-2.832202,9
2.032298,1.840339,1
1.646347,-2.512112,9
0.516823,2.507723,2
2.529316,-0.541516,3
-3.224677,0.869313,0
1.927476,-0.630205,5
-4.179701,-0.169643,0
-3.594776,-3.69654,0
0.754511,2.238986,7
0.617903,2.249287,2
2.479452,-0.536002,3
2.179973,-2.064822,1
-0.000474,2.124602,6
-0.097625,0.625401,6
-0.528226,1.276073,6
1.349824,2.14782,1
-3.306025,-3.776528,0
0.359064,2.661396,7
2.760533,1.366954,1
-2.246027,1.778408,5
0.068772,-0.261415,4
2.512556,-0.485122,3
0.382804,-2.928021,9
1.754081,-0.939007,3
2.19445,-0.788525,5
1.40602,-1.981509,9
-0.898921,-1.989909,4
-0.608826,2.755678,8
1.164199,2.637968,2
1.136222,2.345696,2
1.06739,2.474208,2
1.182733,-1.678815,9
1.965077,-0.527834,5
0.600303,-3.146324,7
-3.635045,1.749097,5
1.358289,-0.0053,5
-3.63116,-2.841322,0
1.3599,2.336581,2
2.116915,-1.886036,9
-0.973052,-1.323542,4
1.814244,1.234502,2
0.453047,2.111922,8
-0.500928,1.732413,8
1.108578,-3.076123,7
0.101569,2.629644,0
-3.259296,1.300694,8
2.308935,1.254245,1
2.411647,0.65515,1
2.301046,-0.550818,3
2.558575,-1.700585,9
1.702273,2.159885,2
-1.559274,1.679457,0
-0.073408,-1.549413,4
-1.147884,-2.432114,4
2.273508,-0.891058,3
1.663714,-3.006689,1
-0.650398,1.633997,8
1.302035,0.017315,5
-0.406399,-2.217745,4
-3.530573,1.808479,5
1.067183,2.437466,2
-1.037417,1.696765,8
2.47032,-0.992428,3
-2.58456,0.721219,8
2.31039,1.903348,2
2.381157,-0.763455,3
2.247327,-1.922535,1
1.771718,-1.266524,3
2.016528,1.924285,1
-3.628534,-2.734763,0
-1.592909,-1.441629,4
-0.426322,1.232278,8
-1.50334,1.765652,8
-4.319562,-0.346067,0
-0.218227,1.418068,6
-1.278876,1.971002,0
-4.311728,0.546483,8
-4.182403,-1.919116,0
1.9364,-0.980123,3
2.161789,-0.880838,3
-0.999136,-2.354727,4
-0.761959,-1.606454,4
-3.848169,-3.232546,0
-0.06748,1.368298,6
1.367825,2.018744,2
1.881095,-1.116013,3
1.481738,-3.144234,1
1.793947,-0.978404,3
2.523311,-0.746662,3
2.459736,-1.695572,1
1.36179,2.624467,2
-2.106277,2.733853,5
1.161737,-2.257665,9
2.163483,0.322483,1
1.55893,-1.261576,1
-1.227673,-2.27248,4
1.03575,2.802929,1
-2.959157,0.197894,8
1.219957,-1.894824,9
-0.564654,-2.5354,4
1.70135,0.509917,1
-2.19542,1.668569,8
-1.270123,-1.934932,4
1.944167,-2.40067,1
0.584212,2.450381,7
-4.811259,-1.578364,0
2.379365,-1.038331,3
2.40664,0.865437,1
-1.213368,0.659085,6
1.870526,-0.110725,5
-4.292096,-0.431123,8
2.129368,2.204416,2
-1.611922,-1.723437,4
-0.377966,-2.214419,4
1.129673,-1.928225,9
-0.681125,1.159287,6
-0.207149,2.44814,7
-1.523023,3.087771,8
2.001604,1.883124,2
1.254243,2.37135,2
1.831359,-2.583862,9
1.714412,1.569706,2
1.388952,2.399086,2
0.616358,1.207118,8
1.378022,2.523365,2
1.062293,-1.248157,9
2.051365,1.970842,1
-2.679097,2.542517,5
-0.592727,2.183693,8
2.228262,-2.718242,1
2.257146,0.791699,8
-3.968793,1.159309,8
1.820192,-0.550887,3
-4.530956,-2.20949,0
-0.386143,1.860764,6
-0.353821,1.432934,6
1.317731,-0.335185,5
-2.431607,1.571223,0
0.714926,2.012154,2
2.319063,-1.221764,3
-0.258943,1.456056,6
2.464121,1.358588,1
1.301115,-2.617668,9
-3.886585,0.470501,0
-1.620598,0.912284,6
-3.855309,1.886378,5
-1.573267,2.102145,5
1.756811,-1.178032,3
0.66599,-0.159563,4
2.362395,1.885287,1
-0.673706,0.541974,4
0.520771,-2.095908,9
2.088863,2.189239,2
0.926998,1.650193,6
-1.03129,0.952593,6
2.295841,-0.772649,3
-1.273741,2.364136,5
1.786319,-2.664981,1
-3.465037,-0.579414,8
-3.906255,-2.977654,0
1.219517,2.116617,2
1.17336,2.706087,2
1.773145,-1.095344,9
2.155345,-2.21792,9
2.466847,-0.817874,3
1.941416,-0.810612,3
2.508592,-0.957088,3
-4.485454,-2.555786,0
1.669446,-2.670588,1
2.492706,1.546775,1
-4.501888,-1.817812,0
-3.685182,1.661097,5
-4.14793,-2.467211,0
-3.544577,-1.00539,8
-3.342363,2.166079,5
-1.638214,-1.725886,4
2.499638,-2.207924,1
0.762051,1.674961,7
-3.504051,1.756869,5
-3.148016,1.89362,5
1.664819,-1.396565,3
2.717266,-1.047819,3
1.687484,2.330385,2
-0.30824,1.917934,6
1.014954,-0.899703,5
0.55863,-3.354685,7
-1.5432,2.395296,8
1.177918,2.312723,7
1.876453,1.585116,2
-0.99657,0.813742,6
2.394005,-1.584331,1
1.7432,-0.677251,5
-4.309357,-2.664843,0
-1.553347,0.595428,6
-1.376323,1.502842,6
-0.886214,-2.210883,4
0.791799,2.712472,2
2.3927,1.01523,2
1.417318,-0.891073,3
1.262572,-1.402077,9
-1.275576,-1.029713,4
2.333212,0.335212,2
1.144145,-1.886287,9
0.127173,2.021852,7
1.181586,2.206052,2
-3.485502,0.735605,0
0.984833,2.368053,2
1.639397,-2.128687,1
-0.812399,-2.51346,4
2.513677,-0.455257,5
-2.720264,2.44222,5
2.376706,-1.431307,3
0.660203,1.672868,7
1.962089,-0.911009,3
-4.105059,-1.093288,0
-0.503913,-0.029694,4
-3.801132,0.602605,0
-4.355125,-2.184935,0
1.774854,-1.991656,3
-1.043274,-2.010366,4
-2.684232,1.567101,8
-0.08331,0.792732,7
0.671418,-3.418008,1
-2.492676,1.456538,0
-4.439166,-2.38183,0
1.163609,-1.826491,9
-3.771627,-0.795516,8
1.06203,-2.376488,9
2.006518,0.961186,1
0.22531,1.253026,7
1.793111,-0.61258,3
1.801038,-0.170846,5
1.336293,-3.608596,1
-0.34636,2.066852,6
-2.081025,1.642939,0
1.954171,-0.640068,5
1.925424,-0.956007,5
-1.035468,1.816476,8
1.788661,0.476804,7
0.797076,-2.534771,9
1.400774,-0.66049,5
-0.311299,1.8574,7
0.951392,2.381191,2
-1.813183,2.003999,8
1.875999,-1.237265,9
-1.030418,0.987909,6
-1.447435,-0.690678,4
1.181564,2.758578,7
2.194513,-1.74812,1
2.186509,-0.017429,2
0.233159,2.878112,7
1.327204,1.915291,2
1.987093,0.551676,7
-0.800256,0.399001,6
0.947635,2.445619,2
-3.752842,-0.106823,8
2.529476,-0.396078,3
2.798793,-0.047618,1
-4.573837,-1.076749,0
0.885925,2.758603,2
2.08417,0.484981,1
1.296759,-2.132843,9
-2.248675,2.567657,5
-4.324022,-0.294959,0
1.547178,-2.13206,9
2.085696,-2.633034,1
-0.33965,1.797894,6
-1.190422,1.772898,8
2.416297,0.596345,1
2.207429,0.995434,2
0.125088,-0.461419,4
1.502761,-2.853752,1
-0.825657,-2.699067,4
-0.884727,0.955562,6
-0.123493,-0.528533,1
-3.521112,-0.168663,8
1.07179,1.673336,7
1.065448,-2.37844,9
1.414538,1.626059,2
2.231769,-1.720709,7
-1.194065,1.731321,8
2.85296,-1.555936,9
1.743695,-1.192955,3
1.568383,-0.964835,3
1.575913,2.194825,2
-1.483157,2.120225,8
1.152195,-2.617995,9
2.461015,-0.653299,3
0.545295,-1.964699,9
-3.692623,1.970842,5
-1.217236,1.527539,8
-0.703488,-0.16509,4
-0.835268,-2.198983,4
2.571894,1.197399,7
2.699644,-0.807585,3
-0.827176,0.596908,6
-3.182018,2.370436,5
0.475109,2.36994,7
1.904068,2.30409,2
0.307386,2.245242,7
-1.269748,1.764594,8
1.975811,-2.189438,9
1.751181,1.837996,7
-0.759949,2.322761,8
-4.333415,-2.593131,0
-3.329549,0.712737,8
-0.069966,1.425994,6
-1.46967,-1.407781,4
2.559011,-1.542525,1
-0.078979,1.52991,6
-4.002274,-0.005206,0
-0.760085,0.184086,4
-1.021029,-2.102328,4
2.560909,-0.724888,3
2.386944,-1.149776,3
1.554991,-2.44474,1
2.442309,-1.165,3
1.353408,2.902333,2
-1.209172,3.097942,8
-0.63948,1.946754,8
0.112222,2.18853,6
-3.179962,2.527302,5
-3.007673,2.251891,5
0.845353,2.866542,2
-0.28837,-0.162002,4
1.695515,-2.891832,1
-4.112486,-0.324039,0
1.124567,-1.133836,9
-0.401682,1.866883,6
1.466765,2.115659,2
1.645828,2.340562,7
2.249668,0.699474,2
1.42548,2.685265,2
1.356445,2.645384,2
0.919959,2.565227,2
0.964358,2.147595,7
-0.392586,1.776722,6
0.825508,-2.038035,9
-2.169709,1.750251,0
1.340175,1.733893,2
1.797741,-0.372528,3
0.945343,2.477787,2
-0.377384,1.438195,6
2.421686,-0.631434,7
1.936851,-0.920491,3
-0.086843,2.632544,7
1.293676,2.507963,2
-0.906624,1.830156,8
2.479528,-1.006041,3
-0.494766,-0.427875,4
-3.311008,-0.02704,8
-0.242754,1.696822,6
1.236545,-0.00083,5
0.848677,2.187111,7
2.400947,1.324572,1
2.265265,-1.512817,1
-0.35735,0.010194,4
-4.046332,-0.096592,8
2.141802,-1.216394,9
1.949136,1.490144,7
1.332065,2.735667,2
0.34638,2.436884,0
-2.349518,2.612557,5
-0.977361,-1.982797,4
-0.425962,1.86659,6
1.527271,2.483132,2
-0.495201,-0.638731,4
1.360185,-1.295258,9
2.281308,1.844669,1
-1.617715,-1.364392,4
-1.269095,-1.703311,4
-2.868458,1.855228,8
1.694047,2.461492,2
1.604964,1.891482,7
-3.704568,-0.171047,0
1.767465,1.452697,7
-1.196519,0.63035,6
1.17731,2.326582,2
2.024823,-1.290467,3
-1.392731,-0.555232,4
2.083588,-2.606556,1
2.243087,-0.662925,3
1.82088,-1.214411,3
-1.186408,-2.24576,4
1.588632,2.305491,1
-4.074514,-1.689747,0
1.737188,-0.642809,5
1.461152,2.434575,2
-3.903442,1.68166,5
-1.820765,0.647098,6
2.655645,-0.847017,5
1.696427,1.82864,2
2.150404,1.73097,1
1.752173,1.829136,2
0.699381,2.161928,2
-2.137866,2.708356,8
-4.469001,-3.224454,0
1.90007,2.347312,2
-1.693777,2.89569,8
-4.182423,-1.920677,0
-3.645827,0.544334,0
0.27461,-2.767937,9
-1.399432,1.083131,6
1.921314,1.864175,1
-4.052642,-0.833323,0
-0.741907,2.035599,6
2.773622,1.765515,1
1.623229,1.49537,7
0.894451,2.450608,2
2.684657,-1.041284,9
1.383487,0.42946,2
2.679302,-1.335793,9
0.111993,2.603008,7
1.166722,2.165128,2
-0.793911,-2.634289,4
-0.494419,2.097788,6
2.187363,-1.181906,9
1.834622,1.961445,1
2.078566,-0.734696,3
1.741656,-0.995592,3
1.316029,-0.218057,5
1.226493,2.613957,2
-3.254409,0.938962,8
1.848101,-0.361273,5
-4.081522,-2.662277,0
2.019163,-0.570829,5
2.052006,-0.68206,3
1.172134,1.089758,7
1.835277,0.60231,1
1.751963,-0.422255,3
2.134882,-0.956377,3
2.023212,-0.048687,3
2.083742,1.414729,7
1.652741,-0.635091,3
-4.044823,-2.116451,0
-1.796984,0.736738,6
1.559272,2.17358,2
-4.356425,-2.174708,0
-0.528915,1.219918,6
-4.367222,-1.735739,0
0.478131,2.414269,7
-0.010272,1.654776,6
2.184679,-0.758845,3
1.878056,0.334132,1
-0.594091,1.493497,8
1.169631,2.67961,1
-0.82474,0.161877,4
-1.505648,1.702828,8
-0.199468,2.314904,7
-3.198389,-0.01046,8
0.57649,1.57297,7
2.056035,-0.652384,5
0.120544,2.059916,6
-0.358179,2.182939,7
1.246398,2.024602,7
0.760156,-3.204659,7
-0.831649,1.152188,6
1.966095,0.862208,7
1.794413,-1.947545,9
-2.26117,1.75727,8
2.632606,-0.412212,3
-3.744166,0.043427,0
2.984183,0.153824,2
-0.562185,-2.561737,4
2.074304,-1.819627,3
-3.476805,0.899386,8
1.861053,-2.02083,7
-0.724866,2.817086,8
1.990734,1.670035,0
-0.392937,1.916622,7
-3.053061,2.072876,5
-1.4888,1.859673,8
-4.559233,-2.012486,0
2.33486,-2.042886,9
2.150686,1.704497,1
-4.208904,-2.502059,0
-1.979355,2.342837,5
1.836356,-0.813311,3
2.108101,1.654215,1
2.882871,0.19304,1
1.58127,1.403299,2
1.97673,-2.085752,7
-0.479699,1.899865,6
-3.107427,2.560422,5
-3.451067,-3.503882,0
1.684475,-1.84556,9
-1.18353,-2.292547,4
2.247863,1.536954,1
1.793856,1.248972,7
1.755026,-0.719848,5
1.826588,-0.513621,5
-4.226369,0.903841,5
1.537596,2.549607,2
1.812794,2.037495,2
2.524729,-1.863827,3
-1.151011,-0.570082,4
-1.225243,-2.506351,4
1.231665,-2.806608,1
-0.507884,0.777386,4
-4.003622,0.871081,8
0.323669,1.769257,6
-0.512345,1.495651,7
1.753795,-1.275657,9
1.532005,-0.230634,5
2.505785,-0.84925,3
0.911377,-1.970891,9
1.967311,1.126125,7
2.122632,0.449009,2
-0.155864,1.877062,8
-0.538562,-2.435926,4
0.722456,-1.852771,9
-3.866742,-0.103668,0
1.382009,2.131715,2
-3.876377,-2.336599,0
-3.593486,2.056736,5
1.901573,1.935855,1
1.041652,-3.125772,7
-0.542633,-1.948593,4
2.052142,1.817665,1
2.624814,-1.001043,3
-4.010968,-2.50674,0
-0.780931,-2.389826,4
1.632824,1.676225,7
2.483276,-1.21719,3
0.634657,-4.106616,1
-4.479894,-2.475919,0
1.020091,-2.744248,1
-0.433621,2.025715,7
1.477127,-2.037463,9
1.638715,-2.956108,9
0.184154,1.255673,6
-0.1413,1.142394,7
-2.365815,0.035947,6
0.137331,2.504705,7
-3.12371,-0.190122,8
1.614244,0.504273,1
0.490385,2.764564,2
-3.432854,0.380697,0
-1.220976,-0.563528,4
1.409821,-2.072847,9
-0.064578,1.62995,7
1.036307,-1.166814,9
2.354921,1.404052,7
-4.203538,-1.942171,0
-3.794126,1.748681,5
-3.905045,0.725432,8
-0.087864,2.114762,6
1.5249,2.150223,2
0.7719,2.53656,8
-0.471189,-1.970291,4
-0.049363,2.86157,7
2.819321,-0.000742,7
-1.203623,-2.63793,4
2.123792,-1.205301,3
-4.269691,-0.565102,0
2.791696,0.998771,2
1.739329,2.081269,2
-0.824476,1.774925,8
1.030648,-4.316814,1
2.238025,-0.653794,3
-3.378558,1.520184,8
1.719726,-0.57865,5
1.690639,0.869312,6
-1.501775,2.120758,8
2.081386,1.738986,1
1.174478,-2.081737,9
2.121996,-0.020395,2
-3.5537,1.626085,5
-1.412301,-2.18686,4
0.609633,-3.095668,9
2.018698,-1.194935,3
1.895836,2.38723,8
-0.217128,2.126,0
2.546685,-0.584344,5
-0.516243,0.952062,6
-3.997528,-2.574413,0
2.304171,0.163478,1
-0.895469,-0.42035,4
0.732901,1.661623,7
2.251926,1.485288,1
0.871613,-0.159165,5
2.354641,-1.867064,9
1.145163,2.393258,2
-4.066518,-1.693488,0
-3.745378,1.230575,8
2.022422,-0.675429,3
-4.386612,-2.616507,0
-0.928082,-2.274576,4
-4.066002,-2.82753,0
0.667678,2.386344,7
-4.347441,-0.541353,8
0.240289,1.976931,6
1.164131,2.232126,8
1.872799,-0.008227,5
1.128715,2.680796,2
2.158833,-0.552109,3
-3.792299,-2.539411,0
-3.809493,-0.357705,0
-4.148391,-2.187503,0
1.523829,-2.922173,1
0.93462,-2.661056,9
1.667088,-2.099942,9
1.215287,2.507856,2
-1.336315,-2.163116,4
0.446063,2.589771,7
-0.774547,3.107078,8
2.629712,-1.014192,3
2.285258,-1.836155,3
-3.990791,-2.094224,0
-4.048697,-0.983204,0
1.09631,2.123249,2
-0.978912,-1.978267,4
1.964065,-1.966316,9
1.455153,-2.513834,9
2.391123,-0.72883,3
0.992574,-3.940055,1
0.397533,2.222678,8
2.543668,0.423517,1
-3.57827,0.155462,0
2.644032,-1.752223,9
0.926578,1.969094,6
1.680367,2.110332,1
1.094292,1.883537,2
2.329849,0.687739,1
-0.500938,0.812672,7
2.174632,1.827812,1
0.941112,2.278687,2
0.650242,-2.611175,9
1.917274,-2.281466,9
-0.925497,3.227458,8
-0.274757,-0.024417,4
-1.537787,0.854244,6
-4.146063,-1.413054,0
-1.621759,-1.22586,4
1.716421,-2.098502,9
1.807579,-2.808922,1
-0.222082,-2.296483,4
-0.536871,-0.849495,4
0.988626,-0.258159,5
-3.487833,0.032775,8
2.53338,-0.033316,2
1.123141,2.549863,2
-0.934465,1.072894,6
-0.182064,2.094576,7
-3.632019,0.358755,8
1.16518,2.383743,2
-2.932031,0.159684,0
-3.604464,-0.121392,0
-3.885092,-2.597758,0
2.394009,-0.976733,3
1.99288,1.867071,1
2.790995,-0.555038,5
-0.46236,1.924539,6
-2.554012,0.041612,8
0.282731,1.080518,7
0.316422,-1.612777,4
1.468668,2.029381,7
2.247882,-1.265711,3
2.228136,-2.033521,9
1.764964,1.456065,7
-1.719454,-1.687822,4
2.440399,1.666528,1
-1.580972,1.753479,8
-1.218928,-0.437208,4
2.36117,1.244135,7
-0.720813,-1.38753,4
1.775262,-2.554566,9
1.346305,-2.289538,9
1.941795,-1.061739,3
-3.360419,-2.889185,0
0.842217,2.133458,7
2.029912,2.009059,7
-1.230129,1.206328,8
1.044793,2.3252,7
2.569092,-0.863689,3
2.019168,2.096319,2
-3.91612,-0.511935,0
2.101364,-0.556899,5
-3.385618,0.717017,5
-1.357899,2.753528,8
1.583199,2.63305,2
-1.382611,-3.032516,4
0.759648,1.972152,7
1.982242,-1.068676,3
-0.908389,1.214225,6
1.400885,-3.046287,9
1.834498,1.645491,1
1.188257,1.404456,6
1.875523,-1.161128,3
-0.928852,1.061552,6
0.423747,2.625462,2
1.733994,-1.039605,5
2.918227,-1.105112,9
2.642416,-1.751216,9
2.187758,-2.041007,9
0.524643,-2.67765,9
-3.439881,2.103911,5
-0.005924,2.584879,7
0.888619,2.872886,2
0.371089,2.64387,7
0.259371,1.981114,6
1.994217,-1.794756,9
-0.856584,-2.317071,4
-4.50397,-3.118324,0
-1.478843,-1.651125,4
2.041559,-0.685497,3
-4.095622,1.080756,8
2.283993,1.940961,1
1.45914,-1.805479,9
1.781175,-0.72073,5
2.072287,-0.972401,5
2.09937,-0.332005,3
-2.140902,2.277559,8
1.888965,-1.214155,3
2.173421,1.650651,1
-1.055673,0.867552,6
1.445549,-0.766676,5
-0.442403,0.792171,6
0.853103,-3.009176,7
-1.545158,2.444259,7
2.168162,-0.693018,3
1.403419,1.703664,2
-1.120059,0.052489,4
-1.052086,-1.606749,4
-3.115057,2.339103,5
1.646394,-3.06388,1
1.954797,2.179042,2
-0.204917,-0.799651,4
0.905411,1.885669,7
1.785993,-1.020147,3
-3.64091,1.759137,5
1.566554,-0.708753,5
2.03346,-1.907134,9
-1.052685,1.819091,6
-0.332452,2.176459,6
2.224538,-1.455531,9
1.701591,1.953991,2
0.64743,2.53233,8
-2.614218,2.433569,5
1.822618,-0.409402,5
2.651352,-0.908465,5
-4.189694,-1.031136,0
1.020413,2.571098,2
2.626927,-1.221852,3
2.972032,-0.605624,5
1.369589,-3.481895,1
2.831338,1.43873,1
-4.310117,-1.535158,0
1.025136,2.45639,2
2.074192,-1.064736,3
-2.355185,1.515951,8
-0.082468,0.719062,4
2.56096,-0.658343,3
-3.625806,0.585622,0
0.76825,-0.110418,5
-4.508016,-2.46303,0
1.830736,-2.001279,1
-0.925438,-1.020446,4
1.342441,2.472189,2
1.732993,-2.247945,9
2.352848,-1.077309,3
2.297935,-2.090937,1
-0.903824,0.994761,6
-1.363173,-1.627083,4
2.2285,1.875279,1
1.946105,1.349613,1
0.105468,2.189759,6
1.872696,-0.204316,3
1.916124,-0.945,5
-3.460502,1.980553,5
-1.309292,-1.176839,4
2.919682,-0.596353,1
1.531015,-0.161911,5
-0.773155,0.515485,4
-1.619207,0.81324,6
-0.776459,-0.983756,4
-1.016759,1.418721,6
-3.39255,2.133455,5
-1.578093,1.831518,8
1.708651,2.052615,2
0.562329,2.368751,2
-4.09185,-2.143735,0
-3.523967,-0.272533,0
0.333364,0.411034,7
2.761726,-0.755278,1
2.407475,-1.727877,1
-0.536276,1.397393,6
2.014042,1.798984,1
1.637531,-0.599175,3
2.640777,-1.920452,9
0.83014,2.102437,8
1.433308,2.668295,1
-0.968462,1.201329,6
-0.455313,2.8165,7
0.916487,-3.178954,7
2.058558,-0.645674,3
-0.955375,-2.119085,4
0.426662,-3.342447,7
0.051272,0.882839,7
2.175174,1.822979,6
1.075369,2.079232,2
2.043454,0.819585,7
-2.995082,-3.22453,0
1.506284,1.677746,2
-0.514728,2.288513,0
-3.021378,2.422111,5
2.3252,0.674527,1
0.199659,1.682499,6
-4.057561,0.860078,8
1.919426,-1.081254,3
2.14539,-1.98434,1
-1.900643,2.077377,5
2.299604,-0.881881,3
2.576854,-0.973754,3
1.501794,2.336063,2
0.09356,0.746266,6
-0.091215,2.206567,6
1.63699,-2.17888,9
2.581027,1.715163,1
1.945908,0.67855,1
-0.963708,0.617753,6
-4.346953,-2.008445,0
3.154153,1.286213,1
-0.266386,-2.768982,4
-1.805712,0.631827,6
2.493583,1.705549,2
0.37792,2.467703,7
-1.450435,-1.680878,4
2.520414,-0.285181,5
2.349123,1.589304,2
0.229736,-0.309459,4
1.325137,-0.601642,9
-0.589957,-1.966987,4
0.84021,1.850816,7
-0.900746,2.691528,7
0.874439,-1.452467,9
-4.555043,-2.234286,0
1.391771,-2.354608,9
-0.361374,1.465135,6
-0.451204,1.974453,6
0.943183,2.66987,8
-0.453225,2.215968,7
-4.240068,0.412323,8
-1.108259,2.510129,8
0.419194,1.98866,6
-1.291646,-1.516374,4
2.411471,0.544687,2
-0.744293,-2.189411,4
1.576897,-2.752679,9
-1.65697,1.182698,8
1.752134,2.460834,2
-1.301345,-2.177001,4
2.627995,-0.965132,3
-4.282094,-0.682917,0
2.284473,-0.447389,5
2.538584,-1.56014,3
1.084327,2.637737,2
2.319296,2.273331,2
-4.74552,-1.833772,0
2.20324,-2.527407,1
1.480878,2.203305,2
2.187209,-2.292593,1
2.010216,1.736888,1
2.068976,-2.467732,1
1.439967,2.439179,7
0.615982,-3.521031,9
-1.056407,-2.270187,4
-1.170028,-2.000115,4
-4.511676,-2.480371,0
1.929703,-0.984284,3
-3.977656,-0.520275,8
0.438696,2.636192,2
0.91751,2.293114,7
1.204994,1.694734,7
1.810135,-2.81127,1
-3.840561,1.045419,8
2.651041,-1.281254,9
-1.45091,-1.291572,4
2.490381,1.948357,2
2.285876,0.556102,1
-1.419216,1.318904,6
-4.108276,-0.940302,8
-4.374209,-0.497724,0
1.744548,-0.695473,3
2.149166,1.751234,1
1.728041,-2.026704,9
2.091567,-2.235076,7
0.664249,2.195347,6
-3.112502,2.478431,5
-2.02064,2.112574,5
1.077063,2.411477,2
1.302617,2.546619,2
-1.104336,-2.232377,4
-0.796601,1.086061,6
1.253092,-2.329465,9
-3.017109,-0.09908,0
-2.833061,-3.703354,0
2.321127,-1.707967,1
-0.79523,-2.280318,4
-1.368289,-1.477735,4
-2.938959,1.687366,8
1.212751,-3.055186,9
2.335589,-1.573525,3
2.923835,0.522477,2
-4.326818,-1.727526,0
-3.504372,1.141871,8
-1.260562,-1.769178,4
2.275147,-0.909424,3
0.128784,2.111112,6
-0.786707,-1.110269,4
0.388652,2.350356,6
-1.587818,-2.004193,4
-0.533832,-2.889836,4
1.892009,-1.994248,9
2.867552,-0.431689,5
2.222156,1.021187,1
2.53149,-0.685032,3
2.637833,-0.736866,3
-2.824165,-3.396342,0
1.42909,2.628375,7
1.043103,1.019127,7
-2.725485,2.556272,5
2.62503,-1.425074,9
1.744898,-2.57621,1
-2.217581,2.469821,8
0.967135,2.304782,2
1.773336,1.414933,2
-3.68799,-0.188663,0
-0.320133,1.384309,8
1.386283,-3.57559,1
1.315141,-2.575939,9
1.654347,2.220138,1
-1.499123,-2.040879,4
-3.984183,1.663175,5
-4.114359,-2.238977,0
-1.030635,1.772839,6
0.563287,0.742501,7
-3.407278,2.03877,5
-0.822519,-2.043702,4
2.562449,-0.742917,3
0.621478,-2.413303,9
-2.085209,0.927849,8
2.220987,-2.504786,1
2.496247,-0.836153,3
1.951811,0.854954,1
-0.91214,1.350768,6
1.118551,2.211188,7
-1.539561,0.741032,6
1.841144,-2.239242,7
-0.413506,2.638582,7
-1.028995,-2.22819,4
-2.71862,1.236314,0
0.654386,2.342713,6
-0.790318,0.833859,6
-3.728914,1.777336,5
1.913562,1.471657,7
-1.076067,-1.401256,4
-0.019082,1.20432,7
-3.241354,1.375636,5
1.534888,1.612908,7
1.93895,-2.627371,1
-1.087287,1.605835,8
-1.175568,0.572296,6
-2.132498,1.79218,0
-0.368187,0.515939,4
0.369109,2.814636,2
2.108111,-1.351905,3
1.980226,0.596975,1
1.581331,2.391646,1
2.726241,0.999852,2
-1.269611,-1.480821,4
1.55207,-2.126622,9
-1.71593,1.813065,0
-0.748139,1.814492,8
-4.338425,-0.599443,0
-0.506998,0.922668,6
2.167242,1.561898,1
-4.091264,-1.610448,0
1.018087,2.520494,2
-3.940607,1.641388,5
-3.605658,1.695089,5
-1.780917,-1.123624,4
-3.024176,-0.115618,8
0.90209,2.723767,7
1.435146,-0.615668,5
-3.388439,1.871204,5
1.171413,2.241699,2
-3.888878,-1.693602,0
-3.872444,-2.982592,0
-1.466084,-0.60304,4
1.477067,-0.449159,3
0.456095,2.241858,6
-3.756042,-0.614628,0
-1.198281,-2.012272,4
-1.137595,1.671932,8
2.691075,-1.391401,9
0.286456,1.825334,7
1.83653,-1.197931,3
-4.36198,-2.315406,0
-3.016764,-0.528749,8
1.998989,-2.744667,1
2.035558,1.557018,1
1.164844,2.669172,8
2.440231,-1.364644,3
-4.059705,1.577517,5
1.366549,0.901457,1
-1.272548,1.439026,8
2.072539,1.058727,2
1.964195,0.364043,7
-4.460262,-1.734984,0
-1.55787,-1.103008,4
2.151467,1.454326,1
2.443502,0.297144,3
1.669297,-1.851139,9
2.021136,-1.050253,3
1.901351,-1.064795,3
-0.027455,2.639536,7
0.873711,1.507554,7
-0.492881,2.218315,6
0.552337,0.726829,6
1.826948,-0.72252,3
1.991585,1.085839,7
-3.05225,1.944129,5
-1.956587,2.473496,8
-1.604906,-1.605013,4
-1.008589,-1.418063,4
0.703586,-3.007992,9
1.580391,-3.136145,1
-0.517361,-1.597334,4
1.761481,0.870219,6
1.784515,-0.391076,5
-3.702937,-0.498342,8
1.784315,1.371331,2
-1.260923,0.896604,6
1.66341,-0.873429,5
2.350068,-2.091316,9
1.716679,1.462734,1
-3.357434,2.186586,5
-0.398297,2.098219,7
2.436846,-1.419368,1
0.315437,2.263278,6
2.441161,-1.643699,9
-0.20244,-2.258564,4
-1.210266,-1.600554,4
-3.746793,0.14241,0
1.651743,-2.18455,9
1.087012,2.37147,2
1.047797,-0.576632,5
0.363536,2.045412,6
-0.234874,1.984426,7
-3.400136,-0.146255,0
1.150408,2.170433,0
1.848234,-0.788888,3
-1.675264,-2.118992,4
1.5469,0.05694,5
2.718164,1.428485,0
2.007819,-2.424577,1
-1.486098,0.623618,6
2.036591,-1.494135,3
1.90986,1.300558,2
